Rank,Building,City,Height_m,Height_ft,Floors,DateComplete,Material,Use
1046.0,The C anton Fair Westin Hotel,Guangzhou,198.8,652.0,43.0,2011.0,,hotel / office
1047.0,"Queensway Government Office
Building",Hong Kong,198.6,652.0,47.0,1985.0,,office
1048.0,UBS Tower,C hicago,198.6,652.0,50.0,2001.0,composite,office
1049.0,C apital Square Tower 1,Kuala Lumpur,198.2,650.0,40.0,1994.0,concrete,office
1050.0,712 5th Avenue,New York C ity,198.1,650.0,53.0,1990.0,steel,office
1051.0,900 Biscayne Bay,Miami,198.0,650.0,63.0,2008.0,concrete,residential
1052.0,Bellagio Tower 6-9,Hong Kong,198.0,650.0,60.0,2002.0,concrete,residential
1053.0,Torre Aquamare,Panama C ity,198.0,650.0,56.0,2007.0,concrete,residential
1054.0,M Silom,Bangkok,198.0,650.0,53.0,2015.0,concrete,residential
1055.0,9 Donghai Lu Tower 1,Qingdao,198.0,650.0,50.0,2008.0,,residential
1055.0,9 Donghai Lu Tower 2,Qingdao,198.0,650.0,50.0,2008.0,,residential
1057.0,Hainan Tianyi International Building,Haikou,198.0,650.0,49.0,2008.0,,office
1057.0,Kempinski Hotel Xiamen,Xiamen,198.0,650.0,49.0,2011.0,,hotel
1059.0,R&F International C enter,Huizhou,198.0,650.0,48.0,2011.0,,hotel / office
1060.0,International C ommerce Square,Suzhou,198.0,650.0,45.0,2012.0,,office
1061.0,Daewoo Haeundae Aratrium,Busan,198.0,650.0,42.0,2013.0,,residential
1062.0,Heyday Plaza A,C hongqing,198.0,650.0,39.0,2005.0,,office
1062.0,International Finance Place,Guangzhou,198.0,650.0,39.0,2007.0,,office
1064.0,Shin-Marunouchi Building,Tokyo,198.0,650.0,38.0,2007.0,composite,office
1065.0,Wanda East Port Tower 3,Dalian,197.8,649.0,57.0,2012.0,concrete,residential
1066.0,Jing An Kerry C entre Tower 3,Shanghai,197.8,649.0,43.0,2013.0,concrete,office
1067.0,Overseas C hinese Banking C orp. C entre,Singapore,197.7,649.0,52.0,1976.0,composite,office
1068.0,BEA Financial Tower,Shanghai,197.7,649.0,42.0,2009.0,composite,office
1069.0,C apital One Tower,New Orleans,197.6,648.0,53.0,1985.0,,office
1070.0,C ityplex C entral Tower,Tulsa,197.5,648.0,60.0,1979.0,,office
1071.0,245 Park Avenue,New York C ity,197.5,648.0,47.0,1967.0,steel,office
1072.0,Richard J. Daley C enter,C hicago,197.5,648.0,31.0,1965.0,steel,government
1073.0,Lodha Bellissimo Tower 2,Mumbai,197.5,648.0,53.0,2012.0,concrete,residential
1074.0,Lodha Bellissimo,Mumbai,197.5,648.0,48.0,2012.0,concrete,residential
1075.0,"Hi-Tech International Business
C entre Digital…",Xi An,197.4,648.0,40.0,2003.0,,office
1076.0,550 Madison Avenue,New York C ity,197.3,647.0,37.0,1983.0,steel,office
1077.0,55 East Erie,C hicago,197.1,647.0,56.0,2004.0,concrete,residential
1078.0,The Merton 1,Hong Kong,197.0,646.0,59.0,2005.0,concrete,residential
1078.0,The Merton 2,Hong Kong,197.0,646.0,59.0,2005.0,concrete,residential
1080.0,Bankers Hall East Tower,C algary,197.0,646.0,52.0,1989.0,,office
1080.0,Bankers Hall West Tower,C algary,197.0,646.0,52.0,2000.0,,office
1082.0,C entrepointe Ratchadamri,Bangkok,197.0,646.0,50.0,2007.0,,residential
1082.0,The Beacon Arnaiz Tower,Makati,197.0,646.0,50.0,2013.0,concrete,residential
1084.0,Wenxin United Press Building,Shanghai,197.0,646.0,43.0,1999.0,steel,office
1085.0,Millennium Tower,San Francisco,196.6,645.0,58.0,2009.0,concrete,residential
1086.0,Al Bidda Tower,Doha,196.6,645.0,44.0,2009.0,steel/concrete,office
1086.0,Two World Financial C enter,New York C ity,196.6,645.0,44.0,1986.0,steel,office
1088.0,Wharf C able Tower,Hong Kong,196.6,645.0,41.0,1993.0,steel,office
1089.0,Thanksgiving Tower,Dallas,196.5,645.0,50.0,1982.0,,office
1090.0,Lake Point Tower,C hicago,196.4,645.0,70.0,1968.0,concrete,residential
1091.0,1095 Avenue of the Americas,New York C ity,196.4,644.0,43.0,2007.0,steel,office
1092.0,River East C enter,C hicago,196.3,644.0,58.0,2001.0,concrete,residential
1093.0,C entury Emperor South,C hongqing,196.2,644.0,47.0,2009.0,concrete,office
1094.0,"Gundae Posco The Star C ity Tower
A",Seoul,196.0,643.0,58.0,2008.0,concrete,residential
1094.0,Sharp Star C ity Tower A,Seoul,196.0,643.0,58.0,2006.0,,residential
1096.0,Yacht C lub Tower,Panama C ity,196.0,643.0,57.0,2012.0,concrete,residential
1097.0,Malak Tower,Sharjah,196.0,643.0,53.0,2010.0,concrete,residential
1098.0,Maju Perdana One,Kuala Lumpur,196.0,643.0,50.0,2002.0,,office
1098.0,Torre C olpatria,Bogota,196.0,643.0,50.0,1979.0,,office
1100.0,Mansions at Acqualina,Sunny Isles Beach,196.0,643.0,46.0,2015.0,concrete,residential
1101.0,Shangri-La Hotel,Dubai,196.0,643.0,43.0,2003.0,concrete,hotel
1102.0,Samrya Twin Towers West,Doha,196.0,643.0,41.0,2012.0,concrete,office
1104.0,Walton Plaza,Shanghai,196.0,643.0,40.0,2004.0,concrete,office
1105.0,Lan Sheng Building,Shanghai,196.0,643.0,39.0,1997.0,,office
1106.0,C hina Insurance Mansion,Shanghai,196.0,643.0,38.0,1999.0,concrete,office
1107.0,Aigburth,Hong Kong,195.9,643.0,48.0,1999.0,concrete,residential
1108.0,The Palazzo,Las Vegas,195.7,642.0,53.0,2007.0,composite,hotel
1109.0,"Fujian Power Dispatching and
C ommunication Bu…",Fuzhou,195.6,642.0,40.0,2006.0,,office
1110.0,Grand Hyatt Dalian,Dalian,195.4,641.0,47.0,2014.0,concrete,residential / hotel
1111.0,Grand Plaza Apartments,C hicago,195.4,641.0,57.0,2003.0,concrete,residential
1112.0,"Sumitomo Fudosan Shinjuku Grand
Tower",Tokyo,195.2,640.0,40.0,2011.0,steel,office
1113.0,Tornado Tower,Doha,195.1,640.0,51.0,2008.0,composite,office
1114.0,1 New York Plaza,New York C ity,195.1,640.0,50.0,1969.0,steel,office
1115.0,Al Salam Tecom Tower,Dubai,195.1,640.0,47.0,2009.0,concrete,office
1116.0,United Plaza A,Shenzhen,195.0,640.0,56.0,1998.0,,office
1117.0,Titanium La Portada,Santiago,195.0,640.0,55.0,2010.0,concrete,office
1118.0,Vision C ity Tower 2,Hong Kong,195.0,640.0,54.0,2007.0,concrete,residential
1118.0,Vision C ity Tower 3,Hong Kong,195.0,640.0,54.0,2007.0,concrete,residential
1118.0,Vision C ity Tower 5,Hong Kong,195.0,640.0,54.0,2007.0,concrete,residential
1118.0,Wisma Mulia,Jakarta,195.0,640.0,54.0,2003.0,composite,office
1122.0,Aoti Wanda Plaza Residential A,Shenyang,195.0,640.0,53.0,2013.0,,residential
1122.0,Aoti Wanda Plaza Residential B,Shenyang,195.0,640.0,53.0,2013.0,,residential
1124.0,One C entral,Makati,195.0,640.0,50.0,2013.0,concrete,residential
1125.0,Huali International Mansion,Nanjing,195.0,640.0,46.0,2008.0,,office
1126.0,AXA Tower,Jakarta,195.0,640.0,45.0,2012.0,concrete,office
1126.0,Lerthai C enter 3,Shijiazhuang,195.0,640.0,45.0,2013.0,,residential / hotel
1126.0,Teem Plaza East Tower,Guangzhou,195.0,640.0,45.0,2006.0,,office
1129.0,Torre Altus,Mexico C ity,195.0,640.0,44.0,1999.0,concrete,residential
1129.0,"Yanlord International Apartments
Tower B",Nanjing,195.0,640.0,44.0,2006.0,,multiple
1131.0,Sinn Sathorn Tower,Bangkok,195.0,640.0,43.0,1993.0,concrete,office
1132.0,"Great C hina International Exchange
Square",Shenzhen,195.0,640.0,42.0,2010.0,,office
1132.0,River International A,C hongqing,195.0,640.0,42.0,2010.0,concrete,office / retail
1132.0,River International B,C hongqing,195.0,640.0,42.0,2010.0,concrete,"hotel / residential /
retail"
1135.0,KEPC O Headquarters,Osaka,195.0,640.0,41.0,2004.0,steel,office
1135.0,Times Square Tower D,C hongqing,195.0,640.0,41.0,2004.0,,office
1137.0,"Harumi Island Triton Square Tower
X",Tokyo,194.9,639.0,44.0,2001.0,composite,office
1138.0,"Four Seasons Hotel & Private
Residences",Denver,194.8,639.0,45.0,2010.0,concrete,residential / hotel
1139.0,Wanda East Port Tower 4,Dalian,194.7,639.0,56.0,2012.0,concrete,residential
1140.0,Grand Hyatt Shenzhen,Shenzhen,194.7,639.0,42.0,2009.0,concrete/steel,hotel
1141.0,One One One Eagle Street,Brisbane,194.7,639.0,48.0,2012.0,composite,office
1142.0,155 North Wacker,C hicago,194.6,638.0,45.0,2009.0,composite,office
1143.0,1 MiMA Tower,New York C ity,194.6,638.0,63.0,2011.0,concrete,residential / hotel
1144.0,Anthill Residence 1,Istanbul,194.5,638.0,54.0,2010.0,concrete,residential
1144.0,Anthill Residence 2,Istanbul,194.5,638.0,54.0,2011.0,concrete,residential
1146.0,Sanno Park Tower,Tokyo,194.4,638.0,44.0,2000.0,steel,office
1147.0,UOB Plaza,Jakarta,194.3,637.0,44.0,2007.0,concrete,office
1148.0,1 Dag Hammarskjold Plaza,New York C ity,194.2,637.0,48.0,1972.0,,office
1149.0,Thai Wah Tower II,Bangkok,194.0,636.0,60.0,1996.0,concrete,hotel / office
1150.0,Tricolour 1,Moscow,194.0,636.0,58.0,2014.0,concrete,residential
1151.0,SEBA Tower,Abu Dhabi,194.0,636.0,50.0,2011.0,concrete,residential / office
1152.0,Tour Majunga,Puteaux,194.0,636.0,45.0,2014.0,concrete,office
1153.0,Guangzhou Electric Power Building,Guangzhou,194.0,636.0,35.0,2002.0,concrete,office
1154.0,DBS Bank Tower,Jakarta,194.0,636.0,37.0,2013.0,concrete,office
1155.0,"NatWest Tower, Times Square",Hong Kong,193.9,636.0,46.0,1993.0,concrete,office / retail
1156.0,ASE C enter R1,C hongqing,193.8,636.0,55.0,2010.0,concrete,residential / retail
1157.0,Sama Tower,Dubai,193.6,635.0,51.0,2010.0,concrete,residential / office
1158.0,Leo Burnett Building,C hicago,193.6,635.0,46.0,1989.0,composite,office
1159.0,One PPG Place,Pittsburgh,193.6,635.0,40.0,1984.0,steel,office
1160.0,One First National C enter,Omaha,193.3,634.0,45.0,2002.0,composite,office
1161.0,345 Park Avenue,New York C ity,193.3,634.0,44.0,1969.0,steel,office
1162.0,Noble Tower,Shenzhen,193.2,634.0,38.0,2005.0,concrete,office
1163.0,Ashok Towers D,Mumbai,193.0,633.0,49.0,2010.0,concrete,residential
1164.0,Jinmao Xianchang,Tianjin,193.0,633.0,48.0,2008.0,,residential
1164.0,Suncorp Place,Sydney,193.0,633.0,48.0,1982.0,composite,office
1166.0,Federal Finance Tower,Shenzhen,193.0,633.0,46.0,2008.0,,office
1166.0,Shenyang Fortune C enter 2,Shenyang,193.0,633.0,46.0,2015.0,,office
1168.0,C ITIC Square,Shanghai,193.0,633.0,45.0,2000.0,,office
1169.0,Menara Standard C hartered,Kuala Lumpur,193.0,633.0,43.0,1990.0,,office
1170.0,Nippon Television Tower,Tokyo,192.8,633.0,32.0,2003.0,steel,office / retail
1171.0,BG Group Place,Houston,192.7,632.0,46.0,2011.0,concrete,office
1172.0,Langham Place,New York C ity,192.6,632.0,59.0,2010.0,concrete,residential / hotel
1173.0,Venetian Tower,Panama C ity,192.4,631.0,47.0,2008.0,concrete,residential
1174.0,"Evergrande Huazhi Plaza Office
Tower",C hengdu,192.4,631.0,36.0,2015.0,,office
1175.0,The Heritage at Millennium Park,C hicago,192.4,631.0,57.0,2005.0,concrete,residential
1176.0,Nihonbashi Mitsui Tower,Tokyo,192.3,631.0,39.0,2005.0,steel,hotel / office
1177.0,Encore,Las Vegas,192.3,631.0,52.0,2008.0,concrete,hotel
1178.0,Shr-Hwa International Tower,Taichung,192.3,631.0,47.0,2004.0,,office
1179.0,Millennium Residence 1,Bangkok,192.3,631.0,51.0,2009.0,concrete,residential
1179.0,Millennium Residence 4,Bangkok,192.3,631.0,51.0,2009.0,concrete,residential
1181.0,Mint at Riverfront,Miami,192.3,631.0,55.0,2009.0,concrete,residential
1182.0,Kachidoki View Tower,Tokyo,192.2,631.0,55.0,2010.0,,residential / office
1183.0,W New York Downtown Hotel & Residences,New York C ity,192.1,630.0,57.0,2010.0,concrete,residential / hotel
1184.0,Bukkhamseen Tower,Sharjah,192.0,630.0,51.0,2006.0,concrete,residential / office
1185.0,Grace Plaza,New York C ity,192.0,630.0,50.0,1972.0,steel,office
1185.0,Safeco Plaza,Seattle,192.0,630.0,50.0,1969.0,steel,office
1187.0,801 Grand,Des Moines,192.0,630.0,44.0,1991.0,,office
1187.0,Home Insurance Plaza,New York C ity,192.0,630.0,44.0,1966.0,steel,office
1189.0,The Tokyo Towers Mid Tower,Tokyo,192.0,630.0,58.0,2008.0,composite,residential
1189.0,The Tokyo Towers Sea Tower,Tokyo,192.0,630.0,58.0,2008.0,composite,residential
1191.0,Vanbo Plaza South Tower,Baoding,192.0,630.0,53.0,2015.0,concrete,hotel / office
1191.0,Vision C ity Tower 1,Hong Kong,192.0,630.0,53.0,2007.0,concrete,residential
1193.0,Infinity at Brickell,Miami,192.0,630.0,52.0,2008.0,concrete,residential / office
1193.0,Victory Garden Block C,Guangzhou,192.0,630.0,52.0,2004.0,concrete,residential
1195.0,C entro de C omercio Internacional,Bogota,192.0,630.0,50.0,1974.0,,office
1196.0,Aiqun Huijing Wan Tower A,Guangzhou,192.0,630.0,49.0,2013.0,concrete,residential
1196.0,Aiqun Huijing Wan Tower B,Guangzhou,192.0,630.0,49.0,2013.0,concrete,residential
1198.0,C entral International Plaza,Nanjing,192.0,630.0,48.0,2007.0,,office
1199.0,RC BC Plaza Yuchengco Tower,Makati,192.0,630.0,46.0,2001.0,concrete,office
1200.0,International Shipping Tower,Dalian,192.0,630.0,45.0,2013.0,,office
1201.0,C entum Leaders Mark,Busan,192.0,630.0,44.0,2008.0,,office
1202.0,Fortune C enter,Xiamen,192.0,630.0,43.0,2011.0,steel,office
1203.0,Shimao Riviera Garden 7,Shanghai,191.9,630.0,55.0,2006.0,concrete,residential
1203.0,Shimao Riviera Garden 8,Shanghai,191.9,630.0,55.0,2003.0,concrete,residential
1205.0,The Ritz Kemang Village,Jakarta,191.8,629.0,41.0,2012.0,concrete,residential
1206.0,The Address Dubai Mall,Dubai,191.8,629.0,37.0,2008.0,concrete,hotel
1207.0,101 Park Avenue,New York C ity,191.7,629.0,49.0,1982.0,concrete,office
1207.0,Energy Plaza,Dallas,191.7,629.0,49.0,1983.0,,office
1209.0,Pangu Plaza Building A,Beijing,191.6,629.0,39.0,2008.0,steel,office
1210.0,39 C onduit Road,Hong Kong,191.6,629.0,42.0,2009.0,concrete,residential
1211.0,Wanda East Port Tower 5,Dalian,191.5,628.0,55.0,2012.0,concrete,residential
1212.0,C entral Park Place,New York C ity,191.4,628.0,56.0,1988.0,,residential
1213.0,Elm Place,Dallas,191.4,628.0,52.0,1965.0,steel,office
1214.0,888 7th Avenue,New York C ity,191.4,628.0,45.0,1971.0,steel,office
1215.0,Banyan Garden 2,Hong Kong,191.4,628.0,57.0,2003.0,concrete,residential
1215.0,Banyan Garden 6,Hong Kong,191.4,628.0,57.0,2003.0,concrete,residential
1215.0,Banyan Garden 7,Hong Kong,191.4,628.0,57.0,2003.0,concrete,residential
1218.0,"Tower Palace Two, Tower E",Seoul,191.1,627.0,55.0,2003.0,composite,residential
1218.0,"Tower Palace Two, Tower F",Seoul,191.1,627.0,55.0,2003.0,composite,residential
1220.0,NBC Tower,C hicago,191.1,627.0,37.0,1989.0,,office
1221.0,Metropolitan Heights Tower 1,Tianjin,191.0,627.0,57.0,2013.0,concrete,residential
1222.0,C ontinental,Moscow,191.0,627.0,48.0,2011.0,concrete,residential
1223.0,ANZ Bank C entre,Sydney,191.0,627.0,43.0,2013.0,concrete/steel,office
1224.0,Huaxia Financial Square Tower A,Shanghai,191.0,627.0,42.0,2003.0,concrete,office
1224.0,Huaxia Financial Square Tower B,Shanghai,191.0,627.0,42.0,2005.0,concrete,office
1226.0,Ruby Mills Tower,Mumbai,191.0,627.0,40.0,2013.0,concrete,office
1226.0,Shenzhen Futian Shangri La,Shenzhen,191.0,627.0,40.0,2008.0,,hotel
1228.0,Bercy Plaza I,Guangzhou,190.8,626.0,51.0,2007.0,,office
1228.0,Bercy Plaza II,Guangzhou,190.8,626.0,51.0,2007.0,,office
1230.0,Huayuan C enter Tower 1A,C hangsha,190.8,626.0,51.0,2015.0,concrete,residential
1231.0,"Qatar International Islamic Bank
Headquarters…",Doha,190.8,626.0,45.0,2014.0,concrete,office
1232.0,"Evergrande Huazhi Plaza Residential
Tower 1",C hengdu,190.6,625.0,53.0,2015.0,,residential
1232.0,"Evergrande Huazhi Plaza Residential
Tower 2",C hengdu,190.6,625.0,53.0,2015.0,,residential
1234.0,C hina C onstruction Bank,Xiamen,190.6,625.0,43.0,2003.0,,office
1235.0,Anchor Skysuites,Manila,190.6,625.0,53.0,2015.0,concrete,residential
1236.0,1345 Avenue of the Americas,New York C ity,190.5,625.0,50.0,1969.0,steel,office
1237.0,C itigroup C enter,Los Angeles,190.5,625.0,48.0,1979.0,steel,office
1238.0,Miami Tower,Miami,190.5,625.0,47.0,1987.0,concrete,office
1239.0,G. Fred DiBona Jr. Building,Philadelphia,190.5,625.0,45.0,1990.0,,office
1239.0,San Felipe Plaza,Houston,190.5,625.0,45.0,1984.0,,office
1241.0,Acty Shiodome,Tokyo,190.3,624.0,56.0,2004.0,,residential
1242.0,Menara C itibank,Kuala Lumpur,190.2,624.0,50.0,1995.0,,office
1243.0,Rhodes State Office Tower,C olumbus,190.2,624.0,41.0,1973.0,,office
1244.0,Yantai Shimao No. 2,Yantai,190.0,623.0,59.0,2011.0,concrete,residential
1245.0,"C heongna Posco The Lake Park
2801",Incheon,190.0,623.0,58.0,2013.0,concrete,residential
1245.0,Tricolour 2,Moscow,190.0,623.0,58.0,2015.0,concrete,residential
1247.0,Turning Torso,Malmo,190.0,623.0,57.0,2005.0,concrete,residential / office
1248.0,Orchid Woods 1,Mumbai,190.0,623.0,55.0,2013.0,concrete,residential
1248.0,Orchid Woods 2,Mumbai,190.0,623.0,55.0,2013.0,concrete,residential
1248.0,Orchid Woods 3,Mumbai,190.0,623.0,55.0,2013.0,concrete,residential
1251.0,Baia de Praia Grande,Macau,190.0,623.0,54.0,2009.0,concrete,residential
1251.0,C ity Tower Kobe Sannomiya,Kobe,190.0,623.0,54.0,2013.0,composite,residential / hotel
1253.0,C yber World Tower 1,Bangkok,190.0,623.0,53.0,2008.0,concrete,office
1254.0,International Plaza,Singapore,190.0,623.0,50.0,1976.0,,residential / office
1255.0,Hailrun Square,C hengdu,190.0,623.0,49.0,2010.0,,office
1255.0,The Signature,Dubai,190.0,623.0,49.0,2013.0,concrete,serviced apartments
1257.0,Abbco Tower,Sharjah,190.0,623.0,48.0,2006.0,concrete,residential
1257.0,Singapore Land Tower,Singapore,190.0,623.0,48.0,1980.0,,office
1259.0,Tour de la Bourse,Montreal,190.0,623.0,47.0,1964.0,concrete,office
1260.0,One Shenzhen Bay Tower 5,Shenzhen,190.0,623.0,46.0,2015.0,,residential
1261.0,Galaxy International Plaza,Nanjing,190.0,623.0,45.0,2005.0,,hotel / office
1261.0,Horizon Tower,Dubai,190.0,623.0,45.0,2006.0,concrete,residential
1261.0,Platinum Tower,Dubai,190.0,623.0,45.0,2012.0,concrete,residential
1261.0,Songdo Posco C entroad Tower 1,Incheon,190.0,623.0,45.0,2011.0,concrete,hotel
1265.0,Dubai Jewel Tower,Dubai,190.0,623.0,44.0,2008.0,concrete,residential / office
1265.0,Shinjuku I-Land Tower,Tokyo,190.0,623.0,44.0,1995.0,composite,office
1268.0,Lujiazui C entury Tower 1,Shanghai,190.0,623.0,41.0,2014.0,concrete,office
1269.0,One Pacific Place,Jakarta,190.0,623.0,37.0,2007.0,concrete,"residential / hotel /
office"
1270.0,Wanxiang C ity Tower 3,Hangzhou,190.0,623.0,-,2014.0,concrete,
1271.0,353 North C lark,C hicago,190.0,623.0,44.0,2009.0,composite,office
1272.0,Trump Palace,New York C ity,189.9,623.0,54.0,1991.0,concrete,residential
1273.0,One Kansas C ity Place,Kansas C ity,189.9,623.0,42.0,1988.0,concrete,office
1274.0,HERBIS Osaka,Osaka,189.7,622.0,40.0,1997.0,,hotel / office
1275.0,Agile Building,Guangzhou,189.7,622.0,39.0,2014.0,concrete,office
1276.0,"Daeseong D-C ube C ity
Headquarters",Seoul,189.6,622.0,42.0,2011.0,composite,hotel / office
1277.0,"Osaka Hibikino Machi - The Sanctus
Tower",Osaka,189.6,622.0,53.0,2015.0,composite,residential
1278.0,"Trump International Hotel & Tower
1",Las Vegas,189.6,622.0,64.0,2008.0,concrete,residential / hotel
1279.0,C heongna Exllu Tower A,Incheon,189.5,622.0,55.0,2011.0,concrete,residential
1279.0,C heongna Exllu Tower B,Incheon,189.5,622.0,55.0,2011.0,concrete,residential
1281.0,One Madison Park,New York C ity,189.3,621.0,50.0,2010.0,concrete,residential
1282.0,Empire C apital Square Tower B,C hongqing,189.2,621.0,42.0,2004.0,,residential / office
1283.0,C heongna Daewoo Prugio Tower 1,Incheon,189.1,620.0,58.0,2013.0,concrete,residential
1284.0,C entum Star C,Busan,189.0,620.0,52.0,2008.0,concrete,residential
1285.0,Olympic Tower,New York C ity,189.0,620.0,51.0,1976.0,concrete/steel,residential / office
1286.0,Brillia Tower Ikebukuro,Tokyo,189.0,620.0,49.0,2015.0,,residential / office
1287.0,Park Place,Shanghai,189.0,620.0,43.0,2008.0,concrete,office
1288.0,611 Place,Los Angeles,189.0,620.0,42.0,1967.0,steel,office
1289.0,C athay Pacific Plaza 1,Ordos,189.0,620.0,41.0,2014.0,composite,office
1289.0,C athay Pacific Plaza 2,Ordos,189.0,620.0,41.0,2014.0,composite,office
1291.0,Techno Mart 21,Seoul,189.0,620.0,39.0,1998.0,,office
1292.0,The C entrium,Hong Kong,188.9,620.0,41.0,2001.0,concrete,office
1293.0,Guangzhou Marriott Hotel Tianhe,Guangzhou,188.8,619.0,48.0,2004.0,,hotel
1294.0,Abdul Aziz Al Babtain C ultural WAQF,Kuwait C ity,188.8,619.0,42.0,2010.0,concrete,office / retail
1295.0,Watermark C haophraya Tower A,Bangkok,188.8,619.0,52.0,2008.0,concrete,residential
1296.0,One Detroit C enter,Detroit,188.7,619.0,43.0,1991.0,,office
1297.0,New Era Plaza,Shenzhen,188.7,619.0,38.0,1997.0,,office
1298.0,Varyap Meridian A Block,Istanbul,188.4,618.0,52.0,2012.0,concrete,residential
1299.0,Neo Sky Dome Tower B,Banciao C ity,188.4,618.0,46.0,2010.0,concrete,residential
1300.0,425 5th Avenue,New York C ity,188.3,618.0,55.0,2003.0,concrete,residential
1301.0,Vysotsky Business C enter,Yekaterinburg,188.3,618.0,50.0,2011.0,concrete,hotel / office
1302.0,Bank of America Tower,Jacksonville,188.1,617.0,42.0,1990.0,,office
1303.0,AT&T Building,Nashville,188.1,617.0,33.0,1994.0,,office
1304.0,Metro Town Tower 3,Hong Kong,188.0,617.0,57.0,2006.0,concrete,residential
1304.0,Metro Town Tower 5,Hong Kong,188.0,617.0,57.0,2006.0,concrete,residential
1306.0,Zire Wongamat Tower A,Pattaya,188.0,617.0,54.0,2014.0,concrete,residential
